name: AOE II: The Conquerors Europe 1v1 Room v1.0C id:65543   sid:6   server:203.117.124.16  gid:1021  game:AOE II        ml:1  
name: Philippines PLDT: DotA ROOM 024 (v1.26a)  id:786472  sid:3   server:203.117.124.12  gid:1001  game:WC3/RPG       ml:1  
name: Philippines PLDT: DotA ROOM 025 (v1.26a)  id:786473  sid:3   server:203.117.124.12  gid:1001  game:WC3/RPG       ml:1  
name: Philippines PLDT: DotA ROOM 026 (v1.26a)  id:786474  sid:3   server:203.117.124.12  gid:1001  game:WC3/RPG       ml:1  
name: Philippines PLDT: DotA ROOM 027 (v1.26a)  id:786475  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Philippines PLDT: DotA ROOM 028 (v1.26a)  id:786476  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Philippines PLDT: DotA ROOM 029 (v1.26a)  id:786477  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Philippines PLDT: DotA ROOM 030 (v1.26a)  id:786478  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Philippines PLDT: DotA ROOM 031 (v1.26a)  id:786479  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Philippines PLDT: DotA ROOM 032 (v1.26a)  id:786480  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Philippines PLDT: DotA ROOM 033 (v1.26a)  id:786481  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Philippines PLDT: DotA ROOM 034 (v1.26a)  id:786482  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Philippines PLDT: DotA ROOM 035 (v1.26a)  id:786483  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Philippines PLDT: DotA ROOM 036 (v1.26a)  id:786484  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Philippines PLDT: DotA ROOM 037 (v1.26a)  id:786485  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Philippines PLDT: DotA ROOM 038 (v1.26a)  id:786486  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Philippines PLDT: DotA ROOM 039 (v1.26a)  id:786487  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Philippines PLDT: DotA ROOM 040 (v1.26a)  id:786488  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Philippines PLDT: DotA ROOM 041 (v1.24e)  id:786489  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Philippines PLDT: DotA ROOM 042 (v1.24e)  id:786490  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Philippines PLDT: DotA ROOM 043 (v1.24e)  id:786491  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Philippines PLDT: DotA ROOM 044 (v1.24e)  id:786492  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Philippines PLDT: DotA ROOM 045 (v1.24e)  id:786493  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Philippines PLDT: DotA ROOM 046 (v1.24e)  id:786494  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Philippines PLDT: DotA ROOM 047 (v1.24e)  id:786495  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Philippines PLDT: DotA ROOM 048 (v1.24e)  id:786496  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Philippines PLDT: DotA ROOM 049 (v1.24e)  id:786497  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Philippines PLDT: DotA ROOM 050 (v1.24e)  id:786498  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Philippines PLDT: DotA ROOM 051 (v1.24e)  id:786499  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Philippines PLDT: DotA ROOM 052 (v1.24e)  id:786500  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Philippines PLDT: DotA ROOM 053 (v1.24e)  id:786501  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Philippines PLDT: DotA ROOM 053 (v1.24e)  id:786502  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Philippines PLDT: DotA ROOM 055 (v1.24e)  id:786503  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Philippines PLDT: DotA ROOM 056 (v1.24e)  id:786504  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Philippines PLDT: DotA ROOM 057 (v1.24e)  id:786505  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Philippines PLDT: DotA ROOM 058 (v1.24e)  id:786506  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Philippines PLDT: DotA ROOM 059 (v1.24e)  id:786507  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Philippines BayanTel: DotA ROOM 06 (v1.26a) id:786508  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Philippines BayanTel: DotA ROOM 07 (v1.26a) id:786509  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Philippines BayanTel: DotA ROOM 08 (v1.26a) id:786510  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Philippines BayanTel: DotA ROOM 09 (v1.26a) id:786511  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Philippines BayanTel: DotA ROOM 10 (v1.26a) id:786512  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Philippines BayanTel: DotA ROOM 11 (v1.26a) id:786513  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Philippines BayanTel: DotA ROOM 12 (v1.26a) id:786514  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Philippines BayanTel: DotA ROOM 13 (v1.26a) id:786515  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Philippines BayanTel: DotA ROOM 14 (v1.26a) id:786516  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Philippines BayanTel: DotA ROOM 15 (v1.26a) id:786517  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Philippines BayanTel: DotA ROOM 16 (v1.24e) id:786518  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Philippines BayanTel: DotA ROOM 17 (v1.24e) id:786519  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Philippines BayanTel: DotA ROOM 18 (v1.24e) id:786520  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Philippines BayanTel: DotA ROOM 19 (v1.24e) id:786521  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Philippines BayanTel: DotA ROOM 20 (v1.24e) id:786522  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Philippines BayanTel: DotA ROOM 21 (v1.24e) id:786523  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Philippines BayanTel: DotA ROOM 22 (v1.24e) id:786524  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Philippines BayanTel: DotA ROOM 23 (v1.24e) id:786525  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:1  
name: Philippines BayanTel: DotA ROOM 24 (v1.24e) id:786526  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:1  
name: Philippines BayanTel: DotA ROOM 25 (v1.24e) id:786527  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:1  
name: War3 Custom Map: BayanTel Fufu All Stars Room 01 id:786533  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:1  
name: War3 Custom Map: BayanTel RPG Room 01     id:786534  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:1  
name: War3 Custom Map: BayanTel RPG Room 02     id:786535  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:1  
name: Philippines BayanTel: Shop to Shop DotA Room 01 id:786536  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:1  
name: Philippines BayanTel: Shop to Shop DotA Room 02 id:786537  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:1  
name: War3 Custom Map: BayanTel Tree Tag Room 01 id:786538  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:1  
name: Philippines Globe: DotA High Level ROOM 01 (v1.26a) id:786539  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:12 
name: Philippines Globe: DotA High Level ROOM 02 (v1.26a) id:786540  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:10 
name: Philippines Globe: DotA High Level ROOM 03 (v1.26a) id:786541  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:8  
name: Philippines Globe: DotA ROOM 01 (v1.26a)  id:786542  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:1  
name: Philippines Globe: DotA ROOM 02 (v1.26a)  id:786543  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:1  
name: Philippines Globe: DotA ROOM 03 (v1.26a)  id:786544  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:1  
name: Philippines Globe: DotA ROOM 04 (v1.26a)  id:786545  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:1  
name: Philippines Globe: DotA ROOM 05 (v1.26a)  id:786546  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:1  
name: Philippines Globe: DotA ROOM 06 (v1.26a)  id:786547  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:1  
name: Philippines Globe: DotA ROOM 07 (v1.26a)  id:786548  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:1  
name: Philippines Globe: DotA ROOM 08 (v1.26a)  id:786549  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:1  
name: Philippines Globe: DotA ROOM 09 (v1.26a)  id:786550  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:2  
name: Philippines Globe: DotA ROOM 10 (v1.26a)  id:786551  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:1  
name: Philippines Globe: DotA ROOM 11 (v1.26a)  id:786552  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:1  
name: Local Tambayan: Dagupan ROOM (v1.24e)     id:786553  sid:12  server:203.117.124.13  gid:1024  game:unknown       ml:1  
name: Local Tambayan: Iloilo ROOM (v1.24e)      id:786556  sid:12  server:203.117.124.13  gid:1024  game:unknown       ml:1  
name: Local Tambayan: Laguna ROOM (v1.24e)      id:786557  sid:12  server:203.117.124.13  gid:1024  game:unknown       ml:1  
name: Local Tambayan: Metro Manila ROOM (v1.24e) id:786558  sid:12  server:203.117.124.13  gid:1024  game:unknown       ml:1  
name: Local Tambayan: Pampanga ROOM (v1.24e)    id:786559  sid:12  server:203.117.124.13  gid:1024  game:unknown       ml:1  
name: Local Tambayan: Tarlac ROOM (v1.24e)      id:786560  sid:12  server:203.117.124.13  gid:1024  game:unknown       ml:1  
name: Local Tambayan: Zamboanga ROOM (v1.24e)   id:786561  sid:12  server:203.117.124.13  gid:1024  game:unknown       ml:1  
name: Partners: DotA Strategy Community Room    id:786562  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:3  
name: Partners: DotAPH.com DotA Room            id:786563  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:5  
name: Partners: Mineski Infinity MPGL DotA Chix Gamers 02 -AP id:786564  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:2  
name: Partners: Mineski Infinity MPGL DotA Chix Gamers -AP id:786565  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:2  
name: Partners: Mineski Infinity Room MPGL DotA Captains Mode id:786566  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:3  
name: Partners: Mineski Infinity MPGL DotA Room 01 -AP id:786567  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:2  
name: Partners: PinoyGG - PLDT DotA Room 01 (-AP) id:786568  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:1  
name: Partners: PinoyGG - PLDT DotA Room 02 (-AP) id:786569  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:1  
name: Philippines BayanTel: DotA High Level ROOM 01 (v1.26a) id:786570  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:5  
name: Philippines BayanTel: DotA ROOM 01 (v1.26a) id:786571  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:1  
name: Philippines BayanTel: DotA ROOM 02 (v1.26a) id:786572  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:1  
name: Philippines BayanTel: DotA ROOM 03 (v1.26a) id:786573  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:1  
name: Philippines BayanTel: DotA ROOM 04 (v1.26a) id:786574  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:1  
name: Philippines BayanTel: DotA ROOM 05 (v1.26a) id:786575  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:1  
name: Partners: PinoyGG - Massacre DotA Room 02 (-CM) id:851901  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:1  
name: Partners: PinoyGG - PLDT DotA Room 03 (-AP) id:851902  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:1  
name: ALL PLDT: Sweetopia DotA ROOM 002 (v1.26a) id:851903  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:2  
name: ALL PLDT: Sweetopia DotA ROOM 003 (v1.26a) id:851904  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:2  
name: Partners: eSports Battlegrounds DotA Room 02 id:851905  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:2  
name: Partners: eSports Battlegrounds DotA Room 01 id:851906  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:2  
name: GCA: O2 Computers Lipa                    id:851907  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:1  
name: ALL PLDT: Sweetopia High Level ROOM 02 (v1.26a) id:851908  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:4  
name: Partners: Mineski Infinity MPGL DotA Room 02 -AP id:851909  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:2  
name: Pacific eSports - Ichill Room             id:851910  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:5  
name: Pacific eSports - LiveandWired Room       id:851911  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:1  
name: GCA: Battle Station Internet Cafe         id:851912  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:1  
name: GCA: Manjo Republic                       id:851913  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:1  
name: [del] A* Sweetopia Dota Rage -cm (www.sweetopia.ph) id:851914  sid:12  server:203.117.124.13  gid:1028  game:unknown       ml:2  
name: GCA: CXG Legarda                          id:851915  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:1  
name: del ALL-STARS Sweetopia E-walker High Level ROOM 01 (v1.26a id:851916  sid:0   server:unknown         gid:1012  game:WC3/RPG*      ml:10 
name: GCA: CXG Cainta                           id:851917  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:1  
name: GCA: Gizmo Dojo                           id:851918  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:1  
name: Partners: Mineski Infinity MPGL DotA Room 03 -AP id:851919  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:2  
name: Philippines BayanTel: DotA ROOM 31 (v1.24e) id:851920  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:1  
name: Philippines BayanTel: DotA ROOM 30 (v1.24e) id:851921  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:1  
name: Philippines BayanTel: DotA ROOM 29 (v1.24e) id:851922  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:1  
name: Philippines BayanTel: DotA ROOM 28 (v1.24e) id:851923  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:1  
name: Philippines BayanTel: DotA ROOM 27 (v1.24e) id:851924  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:1  
name: Philippines BayanTel: DotA ROOM 26 (v1.24e) id:851925  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:1  
name: Philippines PLDT: DotA ROOM 105 (v1.24e)  id:851926  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:1  
name: Philippines PLDT: DotA ROOM 103 (v1.24e)  id:851927  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:1  
name: Philippines PLDT: DotA ROOM 104 (v1.24e)  id:851928  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:1  
name: Philippines PLDT: DotA ROOM 102 (v1.24e)  id:851929  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:1  
name: Philippines PLDT: DotA ROOM 101 (v1.24e)  id:851930  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:1  
name: Philippines PLDT: DotA ROOM 100 (v1.24e)  id:851931  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:1  
name: Philippines PLDT: DotA ROOM 099 (v1.24e)  id:851932  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:1  
name: Philippines PLDT: DotA ROOM 098 (v1.24e)  id:851933  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:1  
name: Philippines PLDT: DotA ROOM 097 (v1.24e)  id:851934  sid:12  server:203.117.124.13  gid:1001  game:WC3/RPG       ml:1  
